DATA SFCR;WERSJA SFCR;KOD ZAKŁADU;ID_PYTANIA;CZY WYSTĄPIŁ KLUCZ;ILOŚĆ WYSTĄPIEŃ KLUCZY;ID_TAB
31.12.2016;1;1;1;1;5;142
31.12.2016;1;1;2;1;1;142
31.12.2016;1;1;3;1;1;142
31.12.2016;1;1;4;1;1;142
31.12.2016;1;1;5;1;1;142
31.12.2016;1;1;6;1;2;142
31.12.2016;1;1;7;1;2;142
31.12.2016;1;1;8;1;1;142
31.12.2016;1;1;9;1;1;142
31.12.2016;1;1;10;1;5;142
31.12.2016;1;1;11;1;1;142
31.12.2016;1;1;12;1;3;142
31.12.2016;1;1;13;1;2;142
31.12.2016;1;1;14;1;2;142
31.12.2016;1;1;15;1;20;142
31.12.2016;1;1;16;0;0;142
31.12.2016;1;1;17;0;0;142
31.12.2016;1;1;18;1;2;142
31.12.2016;1;1;19;1;1;142
31.12.2016;1;1;20;1;1;142
31.12.2016;1;1;21;1;2;142
31.12.2016;1;1;22;1;5;142
31.12.2016;1;1;23;1;1;142
31.12.2016;1;1;24;0;0;142
31.12.2016;1;1;25;1;1;142
31.12.2016;1;1;26;1;1;142
31.12.2016;1;1;27;1;2;142
31.12.2016;1;1;28;0;0;142
31.12.2016;1;1;29;1;2;142
31.12.2016;1;1;30;1;8;142
31.12.2016;1;1;31;1;2;142
31.12.2016;1;1;32;1;61;142
31.12.2016;1;1;33;0;0;142
31.12.2016;1;1;34;0;0;142
31.12.2016;1;1;35;1;3;142
31.12.2016;1;1;36;0;0;142
31.12.2016;1;1;37;0;0;142
31.12.2016;1;1;38;0;0;142
31.12.2016;1;1;39;0;0;142
31.12.2016;1;1;40;1;2;142
31.12.2016;1;1;41;0;0;142
31.12.2016;1;1;42;0;0;142
31.12.2016;1;1;43;1;4;142
31.12.2016;1;1;44;1;3;142
31.12.2016;1;1;45;1;3;142
31.12.2016;1;1;46;1;1;142
31.12.2016;1;1;48;1;1;142
31.12.2016;1;1;49;0;0;142
31.12.2016;1;1;50;1;1;142
31.12.2016;1;1;51;0;0;142
