DATA SFCR;WERSJA SFCR;KOD ZAKŁADU;ID_PYTANIA;CZY WYSTĄPIŁ KLUCZ;ILOŚĆ WYSTĄPIEŃ KLUCZY;ID_TAB
31.12.2021;1;1;1;1;3;104
31.12.2021;1;1;2;0;0;104
31.12.2021;1;1;3;0;0;104
31.12.2021;1;1;4;0;0;104
31.12.2021;1;1;5;1;1;104
31.12.2021;1;1;6;1;1;104
31.12.2021;1;1;7;0;0;104
31.12.2021;1;1;8;0;0;104
31.12.2021;1;1;9;1;2;104
31.12.2021;1;1;10;1;2;104
31.12.2021;1;1;11;1;8;104
31.12.2021;1;1;12;1;7;104
31.12.2021;1;1;13;1;2;104
31.12.2021;1;1;14;1;2;104
31.12.2021;1;1;15;1;33;104
31.12.2021;1;1;16;0;0;104
31.12.2021;1;1;17;0;0;104
31.12.2021;1;1;18;1;1;104
31.12.2021;1;1;19;1;1;104
31.12.2021;1;1;20;0;0;104
31.12.2021;1;1;21;1;5;104
31.12.2021;1;1;22;1;3;104
31.12.2021;1;1;23;1;3;104
31.12.2021;1;1;24;0;0;104
31.12.2021;1;1;25;1;1;104
31.12.2021;1;1;26;0;0;104
31.12.2021;1;1;27;1;2;104
31.12.2021;1;1;28;1;9;104
31.12.2021;1;1;29;1;8;104
31.12.2021;1;1;30;1;5;104
31.12.2021;1;1;31;1;1;104
31.12.2021;1;1;32;1;103;104
31.12.2021;1;1;33;0;0;104
31.12.2021;1;1;34;1;2;104
31.12.2021;1;1;35;1;3;104
31.12.2021;1;1;36;0;0;104
31.12.2021;1;1;37;0;0;104
31.12.2021;1;1;38;0;0;104
31.12.2021;1;1;39;1;1;104
31.12.2021;1;1;40;1;1;104
31.12.2021;1;1;41;1;4;104
31.12.2021;1;1;42;1;3;104
31.12.2021;1;1;44;1;3;104
31.12.2021;1;1;45;1;4;104
31.12.2021;1;1;46;0;0;104
31.12.2021;1;1;48;1;5;104
31.12.2021;1;1;49;0;0;104
31.12.2021;1;1;50;0;0;104
31.12.2021;1;1;51;0;0;104
31.12.2021;1;1;52;0;0;104
31.12.2021;1;1;53;0;0;104
31.12.2021;1;1;54;0;0;104
31.12.2021;1;1;55;1;4;104
31.12.2021;1;1;56;0;0;104
31.12.2021;1;1;57;0;0;104
31.12.2021;1;1;58;0;0;104
31.12.2021;1;1;59;0;0;104
31.12.2021;1;1;60;0;0;104
31.12.2021;1;1;61;0;0;104
31.12.2021;1;1;62;1;4;104
31.12.2021;1;1;63;0;0;104
