DATA SFCR;WERSJA SFCR;KOD ZAKŁADU;ID_PYTANIA;CZY WYSTĄPIŁ KLUCZ;ILOŚĆ WYSTĄPIEŃ KLUCZY;ID_TAB
8.04.2021;1;1;1;1;2;150
8.04.2021;1;1;2;0;0;150
8.04.2021;1;1;3;1;8;150
8.04.2021;1;1;4;1;1;150
8.04.2021;1;1;5;1;1;150
8.04.2021;1;1;6;1;1;150
8.04.2021;1;1;7;1;1;150
8.04.2021;1;1;8;0;0;150
8.04.2021;1;1;9;0;0;150
8.04.2021;1;1;10;1;1;150
8.04.2021;1;1;11;1;1;150
8.04.2021;1;1;12;1;1;150
8.04.2021;1;1;13;1;2;150
8.04.2021;1;1;14;0;0;150
8.04.2021;1;1;15;1;4;150
8.04.2021;1;1;16;0;0;150
8.04.2021;1;1;17;0;0;150
8.04.2021;1;1;18;1;1;150
8.04.2021;1;1;19;0;0;150
8.04.2021;1;1;20;0;0;150
8.04.2021;1;1;21;0;0;150
8.04.2021;1;1;22;0;0;150
8.04.2021;1;1;23;0;0;150
8.04.2021;1;1;24;0;0;150
8.04.2021;1;1;25;1;1;150
8.04.2021;1;1;26;0;0;150
8.04.2021;1;1;27;1;1;150
8.04.2021;1;1;28;0;0;150
8.04.2021;1;1;29;1;2;150
8.04.2021;1;1;30;1;1;150
8.04.2021;1;1;31;1;1;150
8.04.2021;1;1;32;1;13;150
8.04.2021;1;1;33;0;0;150
8.04.2021;1;1;34;0;0;150
8.04.2021;1;1;35;1;1;150
8.04.2021;1;1;36;0;0;150
8.04.2021;1;1;37;0;0;150
8.04.2021;1;1;38;0;0;150
8.04.2021;1;1;39;1;1;150
8.04.2021;1;1;40;0;0;150
8.04.2021;1;1;41;1;1;150
8.04.2021;1;1;42;0;0;150
8.04.2021;1;1;43;1;1;150
8.04.2021;1;1;44;1;2;150
8.04.2021;1;1;45;1;2;150
8.04.2021;1;1;46;0;0;150
8.04.2021;1;1;48;1;3;150
8.04.2021;1;1;49;0;0;150
8.04.2021;1;1;50;0;0;150
8.04.2021;1;1;51;0;0;150
8.04.2021;1;1;52;0;0;150
8.04.2021;1;1;53;0;0;150
8.04.2021;1;1;54;0;0;150
8.04.2021;1;1;55;1;3;150
8.04.2021;1;1;56;0;0;150
8.04.2021;1;1;57;0;0;150
8.04.2021;1;1;58;0;0;150
8.04.2021;1;1;59;0;0;150
8.04.2021;1;1;60;0;0;150
8.04.2021;1;1;61;0;0;150
8.04.2021;1;1;62;1;3;150
8.04.2021;1;1;63;0;0;150
8.04.2021;1;1;64;0;0;150
8.04.2021;1;1;65;0;0;150
8.04.2021;1;1;66;0;0;150
8.04.2021;1;1;67;0;0;150
8.04.2021;1;1;68;0;0;150
8.04.2021;1;1;69;1;3;150
8.04.2021;1;1;70;0;0;150
8.04.2021;1;1;71;0;0;150
8.04.2021;1;1;72;0;0;150
8.04.2021;1;1;73;0;0;150
8.04.2021;1;1;74;0;0;150
8.04.2021;1;1;75;0;0;150
8.04.2021;1;1;76;0;0;150
8.04.2021;1;1;77;1;3;150
8.04.2021;1;1;78;0;0;150
8.04.2021;1;1;79;0;0;150
8.04.2021;1;1;80;0;0;150
8.04.2021;1;1;81;0;0;150
8.04.2021;1;1;82;0;0;150
8.04.2021;1;1;83;0;0;150
8.04.2021;1;1;84;0;0;150
8.04.2021;1;1;85;0;0;150
8.04.2021;1;1;86;0;0;150
