DATA SFCR;WERSJA SFCR;KOD ZAKŁADU;ID_PYTANIA;CZY WYSTĄPIŁ KLUCZ;ILOŚĆ WYSTĄPIEŃ KLUCZY;ID_TAB
31.12.2022;1;1;1;0;0;157
31.12.2022;1;1;2;0;0;157
31.12.2022;1;1;3;0;0;157
31.12.2022;1;1;4;0;0;157
31.12.2022;1;1;5;1;2;157
31.12.2022;1;1;6;0;0;157
31.12.2022;1;1;7;0;0;157
31.12.2022;1;1;8;0;0;157
31.12.2022;1;1;9;0;0;157
31.12.2022;1;1;10;0;0;157
31.12.2022;1;1;11;1;3;157
31.12.2022;1;1;12;1;14;157
31.12.2022;1;1;13;1;2;157
31.12.2022;1;1;14;0;0;157
31.12.2022;1;1;15;1;27;157
31.12.2022;1;1;16;0;0;157
31.12.2022;1;1;17;0;0;157
31.12.2022;1;1;18;1;53;157
31.12.2022;1;1;19;1;15;157
31.12.2022;1;1;20;1;3;157
31.12.2022;1;1;21;1;6;157
31.12.2022;1;1;22;1;16;157
31.12.2022;1;1;23;1;7;157
31.12.2022;1;1;24;0;0;157
31.12.2022;1;1;25;0;0;157
31.12.2022;1;1;26;0;0;157
31.12.2022;1;1;27;1;5;157
31.12.2022;1;1;28;0;0;157
31.12.2022;1;1;29;1;3;157
31.12.2022;1;1;30;1;15;157
31.12.2022;1;1;31;1;1;157
31.12.2022;1;1;32;1;345;157
31.12.2022;1;1;33;0;0;157
31.12.2022;1;1;34;1;5;157
31.12.2022;1;1;35;1;6;157
31.12.2022;1;1;36;1;2;157
31.12.2022;1;1;37;1;1;157
31.12.2022;1;1;38;0;0;157
31.12.2022;1;1;39;1;2;157
31.12.2022;1;1;40;0;0;157
31.12.2022;1;1;41;1;7;157
31.12.2022;1;1;42;1;2;157
31.12.2022;1;1;43;1;5;157
31.12.2022;1;1;44;1;4;157
31.12.2022;1;1;45;1;2;157
31.12.2022;1;1;46;0;0;157
31.12.2022;1;1;48;1;14;157
31.12.2022;1;1;49;1;3;157
31.12.2022;1;1;50;1;3;157
31.12.2022;1;1;51;1;1;157
31.12.2022;1;1;52;0;0;157
31.12.2022;1;1;53;0;0;157
31.12.2022;1;1;54;0;0;157
31.12.2022;1;1;55;1;7;157
31.12.2022;1;1;56;1;1;157
31.12.2022;1;1;57;1;1;157
31.12.2022;1;1;58;1;2;157
31.12.2022;1;1;59;1;1;157
31.12.2022;1;1;60;1;2;157
31.12.2022;1;1;61;0;0;157
31.12.2022;1;1;62;1;10;157
31.12.2022;1;1;63;1;1;157
31.12.2022;1;1;64;1;1;157
31.12.2022;1;1;65;1;2;157
31.12.2022;1;1;66;0;0;157
31.12.2022;1;1;67;0;0;157
31.12.2022;1;1;68;0;0;157
31.12.2022;1;1;69;1;11;157
31.12.2022;1;1;70;1;2;157
31.12.2022;1;1;71;1;3;157
31.12.2022;1;1;72;1;2;157
31.12.2022;1;1;73;1;1;157
31.12.2022;1;1;74;1;1;157
31.12.2022;1;1;75;0;0;157
31.12.2022;1;1;76;1;2;157
31.12.2022;1;1;77;1;15;157
31.12.2022;1;1;78;1;1;157
31.12.2022;1;1;79;1;3;157
31.12.2022;1;1;80;1;1;157
31.12.2022;1;1;81;1;2;157
31.12.2022;1;1;82;1;2;157
31.12.2022;1;1;83;0;0;157
31.12.2022;1;1;84;0;0;157
31.12.2022;1;1;85;0;0;157
31.12.2022;1;1;86;0;0;157
31.12.2022;1;1;87;0;0;157
31.12.2022;1;1;88;0;0;157
31.12.2022;1;1;90;1;2;157
31.12.2022;1;1;91;1;5;157
31.12.2022;1;1;92;1;2;157
31.12.2022;1;1;93;1;2;157
31.12.2022;1;1;94;0;0;157
