DATA SFCR;WERSJA SFCR;KOD ZAKŁADU;ID_PYTANIA;CZY WYSTĄPIŁ KLUCZ;ILOŚĆ WYSTĄPIEŃ KLUCZY;ID_TAB
31.12.2017;1;1;1;0;0;136
31.12.2017;1;1;2;0;0;136
31.12.2017;1;1;3;0;0;136
31.12.2017;1;1;4;0;0;136
31.12.2017;1;1;5;0;0;136
31.12.2017;1;1;6;0;0;136
31.12.2017;1;1;7;0;0;136
31.12.2017;1;1;8;0;0;136
31.12.2017;1;1;9;0;0;136
31.12.2017;1;1;10;0;0;136
31.12.2017;1;1;11;0;0;136
31.12.2017;1;1;17;0;0;136
31.12.2017;1;1;48;0;0;136
31.12.2017;1;1;49;0;0;136
31.12.2017;1;1;50;0;0;136
31.12.2017;1;1;51;0;0;136
31.12.2017;1;1;52;0;0;136
31.12.2017;1;1;53;0;0;136
31.12.2017;1;1;54;0;0;136
31.12.2017;1;1;55;0;0;136
31.12.2017;1;1;56;0;0;136
31.12.2017;1;1;57;0;0;136
31.12.2017;1;1;58;0;0;136
31.12.2017;1;1;59;0;0;136
31.12.2017;1;1;60;0;0;136
31.12.2017;1;1;61;0;0;136
31.12.2017;1;1;69;0;0;136
31.12.2017;1;1;70;0;0;136
31.12.2017;1;1;71;0;0;136
31.12.2017;1;1;72;0;0;136
31.12.2017;1;1;73;0;0;136
31.12.2017;1;1;74;0;0;136
31.12.2017;1;1;75;0;0;136
31.12.2017;1;1;76;0;0;136
31.12.2017;1;1;77;0;0;136
31.12.2017;1;1;78;0;0;136
31.12.2017;1;1;79;0;0;136
31.12.2017;1;1;80;0;0;136
31.12.2017;1;1;81;0;0;136
31.12.2017;1;1;82;0;0;136
31.12.2017;1;1;90;0;0;136
31.12.2017;1;1;91;0;0;136
31.12.2017;1;1;92;0;0;136
31.12.2017;1;1;93;0;0;136
31.12.2017;1;1;94;0;0;136
31.12.2017;1;1;95;0;0;136
31.12.2017;1;1;96;1;3;136
31.12.2017;1;1;97;0;0;136
31.12.2017;1;1;98;0;0;136
31.12.2017;1;1;99;0;0;136
31.12.2017;1;1;100;0;0;136
31.12.2017;1;1;101;0;0;136
31.12.2017;1;1;102;0;0;136
31.12.2017;1;1;103;0;0;136
31.12.2017;1;1;104;0;0;136
31.12.2017;1;1;105;0;0;136
31.12.2017;1;1;106;0;0;136
31.12.2017;1;1;107;0;0;136
31.12.2017;1;1;108;0;0;136
31.12.2017;1;1;109;0;0;136
31.12.2017;1;1;110;0;0;136
31.12.2017;1;1;122;0;0;136
