DATA SFCR;WERSJA SFCR;KOD ZAKŁADU;ID_PYTANIA;CZY WYSTĄPIŁ KLUCZ;ILOŚĆ WYSTĄPIEŃ KLUCZY;ID_TAB
31.12.2019;1;1;1;1;1;9
31.12.2019;1;1;2;1;1;9
31.12.2019;1;1;3;1;1;9
31.12.2019;1;1;4;0;0;9
31.12.2019;1;1;5;0;0;9
31.12.2019;1;1;6;1;3;9
31.12.2019;1;1;7;1;2;9
31.12.2019;1;1;8;1;2;9
31.12.2019;1;1;9;0;0;9
31.12.2019;1;1;10;1;1;9
31.12.2019;1;1;11;1;6;9
31.12.2019;1;1;12;1;15;9
31.12.2019;1;1;13;1;3;9
31.12.2019;1;1;14;0;0;9
31.12.2019;1;1;15;1;20;9
31.12.2019;1;1;16;0;0;9
31.12.2019;1;1;17;0;0;9
31.12.2019;1;1;18;1;45;9
31.12.2019;1;1;19;1;21;9
31.12.2019;1;1;20;1;3;9
31.12.2019;1;1;21;1;3;9
31.12.2019;1;1;22;1;6;9
31.12.2019;1;1;23;1;1;9
31.12.2019;1;1;24;0;0;9
31.12.2019;1;1;25;0;0;9
31.12.2019;1;1;26;1;3;9
31.12.2019;1;1;27;1;4;9
31.12.2019;1;1;28;1;2;9
31.12.2019;1;1;29;1;14;9
31.12.2019;1;1;30;1;35;9
31.12.2019;1;1;31;0;0;9
31.12.2019;1;1;32;1;657;9
31.12.2019;1;1;33;1;2;9
31.12.2019;1;1;34;1;5;9
31.12.2019;1;1;35;1;13;9
31.12.2019;1;1;36;1;2;9
31.12.2019;1;1;37;1;1;9
31.12.2019;1;1;38;0;0;9
31.12.2019;1;1;39;1;3;9
31.12.2019;1;1;40;0;0;9
31.12.2019;1;1;41;1;1;9
31.12.2019;1;1;42;0;0;9
31.12.2019;1;1;43;1;2;9
31.12.2019;1;1;44;1;3;9
31.12.2019;1;1;45;1;3;9
31.12.2019;1;1;46;0;0;9
31.12.2019;1;1;48;1;17;9
31.12.2019;1;1;49;1;4;9
31.12.2019;1;1;50;1;4;9
31.12.2019;1;1;51;1;1;9
31.12.2019;1;1;52;0;0;9
31.12.2019;1;1;53;1;3;9
31.12.2019;1;1;54;0;0;9
31.12.2019;1;1;55;1;13;9
31.12.2019;1;1;56;1;9;9
31.12.2019;1;1;57;1;8;9
31.12.2019;1;1;58;1;5;9
31.12.2019;1;1;59;1;2;9
31.12.2019;1;1;60;1;7;9
31.12.2019;1;1;61;1;4;9
31.12.2019;1;1;62;1;24;9
31.12.2019;1;1;63;1;7;9
31.12.2019;1;1;64;1;6;9
31.12.2019;1;1;65;1;2;9
31.12.2019;1;1;66;1;2;9
31.12.2019;1;1;67;1;3;9
31.12.2019;1;1;68;0;0;9
31.12.2019;1;1;69;1;9;9
31.12.2019;1;1;70;1;3;9
31.12.2019;1;1;71;1;2;9
31.12.2019;1;1;72;0;0;9
31.12.2019;1;1;73;0;0;9
31.12.2019;1;1;74;0;0;9
31.12.2019;1;1;75;0;0;9
31.12.2019;1;1;76;0;0;9
31.12.2019;1;1;77;1;10;9
31.12.2019;1;1;78;1;2;9
31.12.2019;1;1;79;1;1;9
31.12.2019;1;1;80;1;1;9
31.12.2019;1;1;81;1;1;9
31.12.2019;1;1;82;0;0;9
31.12.2019;1;1;83;0;0;9
31.12.2019;1;1;84;1;2;9
31.12.2019;1;1;85;1;1;9
31.12.2019;1;1;86;0;0;9
31.12.2019;1;1;87;1;1;9
31.12.2019;1;1;88;0;0;9
31.12.2019;1;1;90;1;52;9
31.12.2019;1;1;91;1;75;9
31.12.2019;1;1;92;1;24;9
31.12.2019;1;1;93;1;35;9
31.12.2019;1;1;94;1;12;9
31.12.2019;1;1;95;1;10;9
31.12.2019;1;1;96;1;1221;9
31.12.2019;1;1;97;0;0;9
31.12.2019;1;1;98;0;0;9
31.12.2019;1;1;99;1;28;9
31.12.2019;1;1;100;0;0;9
31.12.2019;1;1;101;1;21;9
31.12.2019;1;1;102;0;0;9
31.12.2019;1;1;103;1;22;9
31.12.2019;1;1;104;1;1;9
31.12.2019;1;1;105;1;1;9
31.12.2019;1;1;106;0;0;9
31.12.2019;1;1;107;0;0;9
31.12.2019;1;1;108;0;0;9
31.12.2019;1;1;109;1;15;9
31.12.2019;1;1;110;1;4;9
31.12.2019;1;1;111;1;6;9
31.12.2019;1;1;112;1;24;9
31.12.2019;1;1;113;1;8;9
31.12.2019;1;1;114;1;20;9
31.12.2019;1;1;115;1;4;9
31.12.2019;1;1;116;1;31;9
31.12.2019;1;1;117;1;7;9
31.12.2019;1;1;118;0;0;9
31.12.2019;1;1;119;1;18;9
31.12.2019;1;1;120;1;10;9
31.12.2019;1;1;121;1;20;9
31.12.2019;1;1;122;0;0;9
31.12.2019;1;1;123;1;16;9
31.12.2019;1;1;124;1;18;9
31.12.2019;1;1;125;1;13;9
31.12.2019;1;1;126;1;16;9
31.12.2019;1;1;127;1;13;9
31.12.2019;1;1;128;1;7;9
31.12.2019;1;1;129;1;549;9
31.12.2019;1;1;130;0;0;9
31.12.2019;1;1;131;0;0;9
31.12.2019;1;1;132;1;3;9
31.12.2019;1;1;133;0;0;9
31.12.2019;1;1;134;0;0;9
31.12.2019;1;1;135;1;5;9
31.12.2019;1;1;136;1;1;9
31.12.2019;1;1;137;1;11;9
31.12.2019;1;1;138;0;0;9
31.12.2019;1;1;139;0;0;9
31.12.2019;1;1;140;0;0;9
31.12.2019;1;1;141;1;2;9
31.12.2019;1;1;142;0;0;9
31.12.2019;1;1;143;0;0;9
31.12.2019;1;1;144;1;6;9
31.12.2019;1;1;145;1;17;9
31.12.2019;1;1;146;1;5;9
31.12.2019;1;1;147;1;10;9
31.12.2019;1;1;148;1;4;9
31.12.2019;1;1;149;1;1;9
31.12.2019;1;1;150;1;1;9
31.12.2019;1;1;151;1;1;9
31.12.2019;1;1;152;1;32;9
31.12.2019;1;1;153;1;1;9
31.12.2019;1;1;154;1;1;9
31.12.2019;1;1;155;1;1;9
31.12.2019;1;1;156;0;0;9
31.12.2019;1;1;157;0;0;9
31.12.2019;1;1;158;0;0;9
31.12.2019;1;1;159;0;0;9
31.12.2019;1;1;160;0;0;9
31.12.2019;1;1;161;0;0;9
31.12.2019;1;1;162;0;0;9
31.12.2019;1;1;163;0;0;9
31.12.2019;1;1;164;0;0;9
31.12.2019;1;1;165;0;0;9
31.12.2019;1;1;166;0;0;9
31.12.2019;1;1;167;1;1;9
