FORMULARZ;WIERSZ;KOLUMNA;WARTOŚĆ
S.19.01.21.03;R0200;C0290;
S.19.01.21.03;R0200;C0300;
S.19.01.21.03;R0210;C0200;581635.0
S.19.01.21.03;R0210;C0210;283364.0
S.19.01.21.03;R0210;C0220;224035.0
S.19.01.21.03;R0210;C0230;148901.0
S.19.01.21.03;R0210;C0240;141585.0
S.19.01.21.03;R0210;C0250;
S.19.01.21.03;R0210;C0260;
S.19.01.21.03;R0210;C0270;
S.19.01.21.03;R0210;C0280;
S.19.01.21.03;R0210;C0290;
S.19.01.21.03;R0210;C0300;
S.19.01.21.03;R0220;C0200;635751.0
S.19.01.21.03;R0220;C0210;279368.0
S.19.01.21.03;R0220;C0220;209419.0
S.19.01.21.03;R0220;C0230;181256.0
S.19.01.21.03;R0220;C0240;
S.19.01.21.03;R0220;C0250;
S.19.01.21.03;R0220;C0260;
S.19.01.21.03;R0220;C0270;
S.19.01.21.03;R0220;C0280;
S.19.01.21.03;R0220;C0290;
S.19.01.21.03;R0220;C0300;
S.19.01.21.03;R0230;C0200;548352.0
S.19.01.21.03;R0230;C0210;262436.0
S.19.01.21.03;R0230;C0220;225871.0
S.19.01.21.03;R0230;C0230;
S.19.01.21.03;R0230;C0240;
S.19.01.21.03;R0230;C0250;
S.19.01.21.03;R0230;C0260;
S.19.01.21.03;R0230;C0270;
S.19.01.21.03;R0230;C0280;
S.19.01.21.03;R0230;C0290;
S.19.01.21.03;R0230;C0300;
S.19.01.21.03;R0240;C0200;536161.0
S.19.01.21.03;R0240;C0210;260947.0
S.19.01.21.03;R0240;C0220;
S.19.01.21.03;R0240;C0230;
S.19.01.21.03;R0240;C0240;
S.19.01.21.03;R0240;C0250;
S.19.01.21.03;R0240;C0260;
S.19.01.21.03;R0240;C0270;
S.19.01.21.03;R0240;C0280;
S.19.01.21.03;R0240;C0290;
S.19.01.21.03;R0240;C0300;
S.19.01.21.03;R0250;C0200;541143.0
S.19.01.21.03;R0250;C0210;
S.19.01.21.03;R0250;C0220;
S.19.01.21.03;R0250;C0230;
S.19.01.21.03;R0250;C0240;
S.19.01.21.03;R0250;C0250;
S.19.01.21.03;R0250;C0260;
S.19.01.21.03;R0250;C0270;
S.19.01.21.03;R0250;C0280;
S.19.01.21.03;R0250;C0290;
S.19.01.21.03;R0250;C0300;
S.19.01.21.04;R0100;C0360;190083.0
S.19.01.21.04;R0160;C0360;33350.0
S.19.01.21.04;R0170;C0360;48250.0
S.19.01.21.04;R0180;C0360;63193.0
S.19.01.21.04;R0190;C0360;81096.0
S.19.01.21.04;R0200;C0360;87459.0
S.19.01.21.04;R0210;C0360;113303.0
S.19.01.21.04;R0220;C0360;145102.0
S.19.01.21.04;R0230;C0360;182055.0
S.19.01.21.04;R0240;C0360;214391.0
S.19.01.21.04;R0250;C0360;483667.0
S.19.01.21.04;R0260;C0360;1641949.0
S.25.01.21.01;R0010;C0110;181613.0
S.25.01.21.01;R0010;C0120;
S.25.01.21.01;R0020;C0110;77621.0
S.25.01.21.01;R0020;C0120;
S.25.01.21.01;R0030;C0110;5523.0
S.25.01.21.01;R0030;C0120;
S.25.01.21.01;R0040;C0110;19891.0
S.25.01.21.01;R0040;C0120;
S.25.01.21.01;R0050;C0110;636155.0
S.25.01.21.01;R0050;C0120;
S.25.01.21.01;R0060;C0110;-171356.0
S.25.01.21.01;R0060;C0120;
S.25.01.21.01;R0070;C0110;0.0
S.25.01.21.01;R0070;C0120;
S.25.01.21.01;R0100;C0110;749447.0
S.25.01.21.01;R0100;C0120;
S.25.01.21.02;R0130;C0100;
S.25.01.21.02;R0140;C0100;
S.25.01.21.02;R0150;C0100;
S.25.01.21.02;R0160;C0100;
S.25.01.21.02;R0200;C0100;
S.25.01.21.02;R0210;C0100;
S.25.01.21.02;R0220;C0100;
S.25.01.21.02;R0400;C0100;
S.25.01.21.02;R0410;C0100;
S.25.01.21.02;R0420;C0100;
S.25.01.21.02;R0430;C0100;
S.25.01.21.02;R0440;C0100;
S.25.01.21.03;R0030;C0090;
S.25.01.21.03;R0040;C0090;
S.25.01.21.03;R0050;C0090;
S.25.01.21.04;R0590;C0109;
S.25.01.21.05;R0640;C0130;
S.25.01.21.05;R0650;C0130;
S.25.01.21.05;R0660;C0130;
S.25.01.21.05;R0670;C0130;
S.25.01.21.05;R0680;C0130;
S.25.01.21.05;R0690;C0130;
S.02.01.02.01;R0010;C0010;
S.02.01.02.01;R0020;C0010;
S.02.01.02.01;R0030;C0010;
S.02.01.02.01;R0040;C0010;
S.02.01.02.01;R0050;C0010;
S.02.01.02.01;R0060;C0010;
S.02.01.02.01;R0070;C0010;
S.02.01.02.01;R0080;C0010;
S.02.01.02.01;R0090;C0010;
S.02.01.02.01;R0100;C0010;
S.02.01.02.01;R0110;C0010;
S.02.01.02.01;R0120;C0010;
S.02.01.02.01;R0130;C0010;
S.02.01.02.01;R0140;C0010;
S.02.01.02.01;R0150;C0010;
S.02.01.02.01;R0160;C0010;
S.02.01.02.01;R0170;C0010;
S.02.01.02.01;R0180;C0010;
S.02.01.02.01;R0190;C0010;
S.02.01.02.01;R0200;C0010;
S.02.01.02.01;R0210;C0010;
S.02.01.02.01;R0220;C0010;
S.02.01.02.01;R0230;C0010;
S.02.01.02.01;R0240;C0010;
S.02.01.02.01;R0250;C0010;
S.02.01.02.01;R0260;C0010;
S.02.01.02.01;R0270;C0010;
S.02.01.02.01;R0280;C0010;
S.02.01.02.01;R0290;C0010;
S.02.01.02.01;R0300;C0010;
S.02.01.02.01;R0310;C0010;
S.02.01.02.01;R0320;C0010;
S.02.01.02.01;R0330;C0010;
S.02.01.02.01;R0340;C0010;
S.02.01.02.01;R0350;C0010;
S.02.01.02.01;R0360;C0010;
S.02.01.02.01;R0370;C0010;
S.02.01.02.01;R0380;C0010;
S.02.01.02.01;R0390;C0010;
S.02.01.02.01;R0400;C0010;
S.02.01.02.01;R0410;C0010;
S.02.01.02.01;R0420;C0010;
S.02.01.02.01;R0500;C0010;
S.02.01.02.01;R0510;C0010;
S.02.01.02.01;R0520;C0010;
S.02.01.02.01;R0530;C0010;
S.02.01.02.01;R0540;C0010;
S.02.01.02.01;R0550;C0010;
S.02.01.02.01;R0560;C0010;
S.02.01.02.01;R0570;C0010;
S.02.01.02.01;R0580;C0010;
S.02.01.02.01;R0590;C0010;
S.02.01.02.01;R0600;C0010;
S.02.01.02.01;R0610;C0010;
S.02.01.02.01;R0620;C0010;
S.02.01.02.01;R0630;C0010;
S.02.01.02.01;R0640;C0010;
S.02.01.02.01;R0650;C0010;
S.02.01.02.01;R0660;C0010;
S.02.01.02.01;R0670;C0010;
S.02.01.02.01;R0680;C0010;
S.02.01.02.01;R0690;C0010;
S.02.01.02.01;R0700;C0010;
S.02.01.02.01;R0710;C0010;
S.02.01.02.01;R0720;C0010;
S.02.01.02.01;R0730;C0010;
S.02.01.02.01;R0740;C0010;
S.02.01.02.01;R0750;C0010;
S.02.01.02.01;R0760;C0010;
S.02.01.02.01;R0770;C0010;
S.02.01.02.01;R0780;C0010;
S.02.01.02.01;R0790;C0010;
S.02.01.02.01;R0800;C0010;
S.02.01.02.01;R0810;C0010;
S.02.01.02.01;R0820;C0010;
S.02.01.02.01;R0830;C0010;
S.02.01.02.01;R0840;C0010;
S.02.01.02.01;R0850;C0010;
S.02.01.02.01;R0860;C0010;
S.02.01.02.01;R0870;C0010;
S.02.01.02.01;R0880;C0010;
S.02.01.02.01;R0900;C0010;
S.02.01.02.01;R1000;C0010;
S.05.01.02.01;R0110;C0010;
S.05.01.02.01;R0110;C0020;
S.05.01.02.01;R0110;C0030;
S.05.01.02.01;R0110;C0040;
S.05.01.02.01;R0110;C0050;
S.05.01.02.01;R0110;C0060;
S.05.01.02.01;R0110;C0070;
S.05.01.02.01;R0110;C0080;
S.05.01.02.01;R0110;C0090;
S.05.01.02.01;R0110;C0100;
S.05.01.02.01;R0110;C0110;
S.05.01.02.01;R0110;C0120;
S.05.01.02.01;R0110;C0130;
S.05.01.02.01;R0110;C0140;
S.05.01.02.01;R0110;C0150;
S.05.01.02.01;R0110;C0160;
S.05.01.02.01;R0110;C0200;
S.05.01.02.01;R0120;C0010;
S.05.01.02.01;R0120;C0020;
S.05.01.02.01;R0120;C0030;
S.05.01.02.01;R0120;C0040;
S.05.01.02.01;R0120;C0050;
S.05.01.02.01;R0120;C0060;
S.05.01.02.01;R0120;C0070;
S.05.01.02.01;R0120;C0080;
S.05.01.02.01;R0120;C0090;
S.05.01.02.01;R0120;C0100;
S.05.01.02.01;R0120;C0110;
S.05.01.02.01;R0120;C0120;
S.05.01.02.01;R0120;C0130;
S.05.01.02.01;R0120;C0140;
S.05.01.02.01;R0120;C0150;
S.05.01.02.01;R0120;C0160;
S.05.01.02.01;R0120;C0200;
S.05.01.02.01;R0130;C0010;
S.05.01.02.01;R0130;C0020;
S.05.01.02.01;R0130;C0030;
S.05.01.02.01;R0130;C0040;
S.05.01.02.01;R0130;C0050;
S.05.01.02.01;R0130;C0060;
S.05.01.02.01;R0130;C0070;
S.05.01.02.01;R0130;C0080;
S.05.01.02.01;R0130;C0090;
S.05.01.02.01;R0130;C0100;
S.05.01.02.01;R0130;C0110;
S.05.01.02.01;R0130;C0120;
S.05.01.02.01;R0130;C0130;
S.05.01.02.01;R0130;C0140;
S.05.01.02.01;R0130;C0150;
S.05.01.02.01;R0130;C0160;
S.05.01.02.01;R0130;C0200;
S.05.01.02.01;R0140;C0010;
S.05.01.02.01;R0140;C0020;
S.05.01.02.01;R0140;C0030;
S.05.01.02.01;R0140;C0040;
S.05.01.02.01;R0140;C0050;
S.05.01.02.01;R0140;C0060;
S.05.01.02.01;R0140;C0070;
S.05.01.02.01;R0140;C0080;
S.05.01.02.01;R0140;C0090;
S.05.01.02.01;R0140;C0100;
S.05.01.02.01;R0140;C0110;
S.05.01.02.01;R0140;C0120;
S.05.01.02.01;R0140;C0130;
S.05.01.02.01;R0140;C0140;
S.05.01.02.01;R0140;C0150;
S.05.01.02.01;R0140;C0160;
S.05.01.02.01;R0140;C0200;
S.05.01.02.01;R0200;C0010;
S.05.01.02.01;R0200;C0020;
S.05.01.02.01;R0200;C0030;
S.05.01.02.01;R0200;C0040;
S.05.01.02.01;R0200;C0050;
S.05.01.02.01;R0200;C0060;
S.05.01.02.01;R0200;C0070;
S.05.01.02.01;R0200;C0080;
S.05.01.02.01;R0200;C0090;
S.05.01.02.01;R0200;C0100;
S.05.01.02.01;R0200;C0110;
S.05.01.02.01;R0200;C0120;
S.05.01.02.01;R0200;C0130;
S.05.01.02.01;R0200;C0140;
S.05.01.02.01;R0200;C0150;
S.05.01.02.01;R0200;C0160;
S.05.01.02.01;R0200;C0200;
S.05.01.02.01;R0210;C0010;
S.05.01.02.01;R0210;C0020;
S.05.01.02.01;R0210;C0030;
S.05.01.02.01;R0210;C0040;
S.05.01.02.01;R0210;C0050;
S.05.01.02.01;R0210;C0060;
S.05.01.02.01;R0210;C0070;
S.05.01.02.01;R0210;C0080;
S.05.01.02.01;R0210;C0090;
S.05.01.02.01;R0210;C0100;
S.05.01.02.01;R0210;C0110;
S.05.01.02.01;R0210;C0120;
S.05.01.02.01;R0210;C0130;
S.05.01.02.01;R0210;C0140;
S.05.01.02.01;R0210;C0150;
S.05.01.02.01;R0210;C0160;
S.05.01.02.01;R0210;C0200;
S.05.01.02.01;R0220;C0010;
S.05.01.02.01;R0220;C0020;
S.05.01.02.01;R0220;C0030;
S.05.01.02.01;R0220;C0040;
S.05.01.02.01;R0220;C0050;
S.05.01.02.01;R0220;C0060;
S.05.01.02.01;R0220;C0070;
S.05.01.02.01;R0220;C0080;
S.05.01.02.01;R0220;C0090;
S.05.01.02.01;R0220;C0100;
S.05.01.02.01;R0220;C0110;
S.05.01.02.01;R0220;C0120;
S.05.01.02.01;R0220;C0130;
S.05.01.02.01;R0220;C0140;
S.05.01.02.01;R0220;C0150;
S.05.01.02.01;R0220;C0160;
S.05.01.02.01;R0220;C0200;
S.05.01.02.01;R0230;C0010;
S.05.01.02.01;R0230;C0020;
S.05.01.02.01;R0230;C0030;
S.05.01.02.01;R0230;C0040;
S.05.01.02.01;R0230;C0050;
S.05.01.02.01;R0230;C0060;
S.05.01.02.01;R0230;C0070;
S.05.01.02.01;R0230;C0080;
S.05.01.02.01;R0230;C0090;
S.05.01.02.01;R0230;C0100;
S.05.01.02.01;R0230;C0110;
S.05.01.02.01;R0230;C0120;
S.05.01.02.01;R0230;C0130;
S.05.01.02.01;R0230;C0140;
S.05.01.02.01;R0230;C0150;
S.05.01.02.01;R0230;C0160;
S.05.01.02.01;R0230;C0200;
S.05.01.02.01;R0240;C0010;
S.05.01.02.01;R0240;C0020;
S.05.01.02.01;R0240;C0030;
S.05.01.02.01;R0240;C0040;
S.05.01.02.01;R0240;C0050;
S.05.01.02.01;R0240;C0060;
S.05.01.02.01;R0240;C0070;
S.05.01.02.01;R0240;C0080;
S.05.01.02.01;R0240;C0090;
S.05.01.02.01;R0240;C0100;
S.05.01.02.01;R0240;C0110;
S.05.01.02.01;R0240;C0120;
S.05.01.02.01;R0240;C0130;
S.05.01.02.01;R0240;C0140;
S.05.01.02.01;R0240;C0150;
S.05.01.02.01;R0240;C0160;
S.05.01.02.01;R0240;C0200;
S.05.01.02.01;R0300;C0010;
S.05.01.02.01;R0300;C0020;
S.05.01.02.01;R0300;C0030;
S.05.01.02.01;R0300;C0040;
S.05.01.02.01;R0300;C0050;
S.05.01.02.01;R0300;C0060;
S.05.01.02.01;R0300;C0070;
S.05.01.02.01;R0300;C0080;
S.05.01.02.01;R0300;C0090;
S.05.01.02.01;R0300;C0100;
S.05.01.02.01;R0300;C0110;
S.05.01.02.01;R0300;C0120;
S.05.01.02.01;R0300;C0130;
S.05.01.02.01;R0300;C0140;
S.05.01.02.01;R0300;C0150;
S.05.01.02.01;R0300;C0160;
S.05.01.02.01;R0300;C0200;
S.05.01.02.01;R0310;C0010;
S.05.01.02.01;R0310;C0020;
S.05.01.02.01;R0310;C0030;
S.05.01.02.01;R0310;C0040;
S.05.01.02.01;R0310;C0050;
S.05.01.02.01;R0310;C0060;
S.05.01.02.01;R0310;C0070;
S.05.01.02.01;R0310;C0080;
S.05.01.02.01;R0310;C0090;
S.05.01.02.01;R0310;C0100;
S.05.01.02.01;R0310;C0110;
S.05.01.02.01;R0310;C0120;
S.05.01.02.01;R0310;C0130;
S.05.01.02.01;R0310;C0140;
S.05.01.02.01;R0310;C0150;
S.05.01.02.01;R0310;C0160;
S.05.01.02.01;R0310;C0200;
S.05.01.02.01;R0320;C0010;
S.05.01.02.01;R0320;C0020;
S.05.01.02.01;R0320;C0030;
S.05.01.02.01;R0320;C0040;
S.05.01.02.01;R0320;C0050;
S.05.01.02.01;R0320;C0060;
S.05.01.02.01;R0320;C0070;
S.05.01.02.01;R0320;C0080;
S.05.01.02.01;R0320;C0090;
S.05.01.02.01;R0320;C0100;
S.05.01.02.01;R0320;C0110;
S.05.01.02.01;R0320;C0120;
S.05.01.02.01;R0320;C0130;
S.05.01.02.01;R0320;C0140;
S.05.01.02.01;R0320;C0150;
S.05.01.02.01;R0320;C0160;
S.05.01.02.01;R0320;C0200;
S.05.01.02.01;R0330;C0010;
S.05.01.02.01;R0330;C0020;
S.05.01.02.01;R0330;C0030;
S.05.01.02.01;R0330;C0040;
S.05.01.02.01;R0330;C0050;
S.05.01.02.01;R0330;C0060;
S.05.01.02.01;R0330;C0070;
S.05.01.02.01;R0330;C0080;
S.05.01.02.01;R0330;C0090;
S.05.01.02.01;R0330;C0100;
S.05.01.02.01;R0330;C0110;
S.05.01.02.01;R0330;C0120;
S.05.01.02.01;R0330;C0130;
S.05.01.02.01;R0330;C0140;
S.05.01.02.01;R0330;C0150;
S.05.01.02.01;R0330;C0160;
S.05.01.02.01;R0330;C0200;
S.05.01.02.01;R0340;C0010;
S.05.01.02.01;R0340;C0020;
S.05.01.02.01;R0340;C0030;
S.05.01.02.01;R0340;C0040;
S.05.01.02.01;R0340;C0050;
S.05.01.02.01;R0340;C0060;
S.05.01.02.01;R0340;C0070;
S.05.01.02.01;R0340;C0080;
S.05.01.02.01;R0340;C0090;
S.05.01.02.01;R0340;C0100;
S.05.01.02.01;R0340;C0110;
S.05.01.02.01;R0340;C0120;
S.05.01.02.01;R0340;C0130;
S.05.01.02.01;R0340;C0140;
S.05.01.02.01;R0340;C0150;
S.05.01.02.01;R0340;C0160;
S.05.01.02.01;R0340;C0200;
S.05.01.02.01;R0400;C0010;
S.05.01.02.01;R0400;C0020;
S.05.01.02.01;R0400;C0030;
S.05.01.02.01;R0400;C0040;
S.05.01.02.01;R0400;C0050;
S.05.01.02.01;R0400;C0060;
S.05.01.02.01;R0400;C0070;
S.05.01.02.01;R0400;C0080;
S.05.01.02.01;R0400;C0090;
S.05.01.02.01;R0400;C0100;
S.05.01.02.01;R0400;C0110;
S.05.01.02.01;R0400;C0120;
S.05.01.02.01;R0400;C0130;
S.05.01.02.01;R0400;C0140;
S.05.01.02.01;R0400;C0150;
S.05.01.02.01;R0400;C0160;
S.05.01.02.01;R0400;C0200;
S.05.01.02.01;R0410;C0010;
S.05.01.02.01;R0410;C0020;
S.05.01.02.01;R0410;C0030;
S.05.01.02.01;R0410;C0040;
S.05.01.02.01;R0410;C0050;
S.05.01.02.01;R0410;C0060;
S.05.01.02.01;R0410;C0070;
S.05.01.02.01;R0410;C0080;
S.05.01.02.01;R0410;C0090;
S.05.01.02.01;R0410;C0100;
S.05.01.02.01;R0410;C0110;
S.05.01.02.01;R0410;C0120;
S.05.01.02.01;R0410;C0130;
S.05.01.02.01;R0410;C0140;
S.05.01.02.01;R0410;C0150;
S.05.01.02.01;R0410;C0160;
S.05.01.02.01;R0410;C0200;
S.05.01.02.01;R0420;C0010;
S.05.01.02.01;R0420;C0020;
S.05.01.02.01;R0420;C0030;
S.05.01.02.01;R0420;C0040;
S.05.01.02.01;R0420;C0050;
S.05.01.02.01;R0420;C0060;
S.05.01.02.01;R0420;C0070;
S.05.01.02.01;R0420;C0080;
S.05.01.02.01;R0420;C0090;
S.05.01.02.01;R0420;C0100;
S.05.01.02.01;R0420;C0110;
S.05.01.02.01;R0420;C0120;
S.05.01.02.01;R0420;C0130;
S.05.01.02.01;R0420;C0140;
S.05.01.02.01;R0420;C0150;
S.05.01.02.01;R0420;C0160;
S.05.01.02.01;R0420;C0200;
S.05.01.02.01;R0430;C0010;
S.05.01.02.01;R0430;C0020;
S.05.01.02.01;R0430;C0030;
S.05.01.02.01;R0430;C0040;
S.05.01.02.01;R0430;C0050;
S.05.01.02.01;R0430;C0060;
S.05.01.02.01;R0430;C0070;
S.05.01.02.01;R0430;C0080;
S.05.01.02.01;R0430;C0090;
S.05.01.02.01;R0430;C0100;
S.05.01.02.01;R0430;C0110;
S.05.01.02.01;R0430;C0120;
S.05.01.02.01;R0430;C0130;
S.05.01.02.01;R0430;C0140;
S.05.01.02.01;R0430;C0150;
S.05.01.02.01;R0430;C0160;
S.05.01.02.01;R0430;C0200;
S.05.01.02.01;R0440;C0010;
S.05.01.02.01;R0440;C0020;
S.05.01.02.01;R0440;C0030;
S.05.01.02.01;R0440;C0040;
S.05.01.02.01;R0440;C0050;
S.05.01.02.01;R0440;C0060;
S.05.01.02.01;R0440;C0070;
S.05.01.02.01;R0440;C0080;
S.05.01.02.01;R0440;C0090;
S.05.01.02.01;R0440;C0100;
S.05.01.02.01;R0440;C0110;
S.05.01.02.01;R0440;C0120;
S.05.01.02.01;R0440;C0130;
S.05.01.02.01;R0440;C0140;
S.05.01.02.01;R0440;C0150;
S.05.01.02.01;R0440;C0160;
S.05.01.02.01;R0440;C0200;
S.05.01.02.01;R0500;C0010;
S.05.01.02.01;R0500;C0020;
S.05.01.02.01;R0500;C0030;
S.05.01.02.01;R0500;C0040;
S.05.01.02.01;R0500;C0050;
S.05.01.02.01;R0500;C0060;
S.05.01.02.01;R0500;C0070;
S.05.01.02.01;R0500;C0080;
S.05.01.02.01;R0500;C0090;
S.05.01.02.01;R0500;C0100;
S.05.01.02.01;R0500;C0110;
S.05.01.02.01;R0500;C0120;
S.05.01.02.01;R0500;C0130;
S.05.01.02.01;R0500;C0140;
S.05.01.02.01;R0500;C0150;
S.05.01.02.01;R0500;C0160;
S.05.01.02.01;R0500;C0200;
S.05.01.02.01;R0550;C0010;
S.05.01.02.01;R0550;C0020;
S.05.01.02.01;R0550;C0030;
S.05.01.02.01;R0550;C0040;
S.05.01.02.01;R0550;C0050;
S.05.01.02.01;R0550;C0060;
S.05.01.02.01;R0550;C0070;
S.05.01.02.01;R0550;C0080;
S.05.01.02.01;R0550;C0090;
S.05.01.02.01;R0550;C0100;
S.05.01.02.01;R0550;C0110;
S.05.01.02.01;R0550;C0120;
S.05.01.02.01;R0550;C0130;
S.05.01.02.01;R0550;C0140;
S.05.01.02.01;R0550;C0150;
S.05.01.02.01;R0550;C0160;
S.05.01.02.01;R0550;C0200;
S.05.01.02.01;R1200;C0010;
S.05.01.02.01;R1200;C0020;
S.05.01.02.01;R1200;C0030;
S.05.01.02.01;R1200;C0040;
S.05.01.02.01;R1200;C0050;
S.05.01.02.01;R1200;C0060;
S.05.01.02.01;R1200;C0070;
S.05.01.02.01;R1200;C0080;
S.05.01.02.01;R1200;C0090;
S.05.01.02.01;R1200;C0100;
S.05.01.02.01;R1200;C0110;
S.05.01.02.01;R1200;C0120;
S.05.01.02.01;R1200;C0130;
S.05.01.02.01;R1200;C0140;
S.05.01.02.01;R1200;C0150;
S.05.01.02.01;R1200;C0160;
S.05.01.02.01;R1200;C0200;
S.05.01.02.01;R1300;C0010;
S.05.01.02.01;R1300;C0020;
S.05.01.02.01;R1300;C0030;
S.05.01.02.01;R1300;C0040;
S.05.01.02.01;R1300;C0050;
S.05.01.02.01;R1300;C0060;
S.05.01.02.01;R1300;C0070;
S.05.01.02.01;R1300;C0080;
S.05.01.02.01;R1300;C0090;
S.05.01.02.01;R1300;C0100;
S.05.01.02.01;R1300;C0110;
S.05.01.02.01;R1300;C0120;
S.05.01.02.01;R1300;C0130;
S.05.01.02.01;R1300;C0140;
S.05.01.02.01;R1300;C0150;
S.05.01.02.01;R1300;C0160;
S.05.01.02.01;R1300;C0200;
S.05.01.02.02;R1410;C0210;0.0
S.05.01.02.02;R1410;C0220;0.0
S.05.01.02.02;R1410;C0230;0.0
S.05.01.02.02;R1410;C0240;0.0
S.05.01.02.02;R1410;C0250;0.0
S.05.01.02.02;R1410;C0260;0.0
S.05.01.02.02;R1410;C0270;0.0
S.05.01.02.02;R1410;C0280;0.0
S.05.01.02.02;R1410;C0300;0.0
S.05.01.02.02;R1420;C0210;0.0
S.05.01.02.02;R1420;C0220;0.0
S.05.01.02.02;R1420;C0230;0.0
S.05.01.02.02;R1420;C0240;0.0
S.05.01.02.02;R1420;C0250;0.0
S.05.01.02.02;R1420;C0260;0.0
S.05.01.02.02;R1420;C0270;0.0
S.05.01.02.02;R1420;C0280;0.0
S.05.01.02.02;R1420;C0300;0.0
S.05.01.02.02;R1500;C0210;0.0
S.05.01.02.02;R1500;C0220;0.0
S.05.01.02.02;R1500;C0230;0.0
S.05.01.02.02;R1500;C0240;0.0
S.05.01.02.02;R1500;C0250;0.0
S.05.01.02.02;R1500;C0260;0.0
S.05.01.02.02;R1500;C0270;0.0
S.05.01.02.02;R1500;C0280;0.0
S.05.01.02.02;R1500;C0300;0.0
S.05.01.02.02;R1510;C0210;0.0
S.05.01.02.02;R1510;C0220;0.0
S.05.01.02.02;R1510;C0230;0.0
S.05.01.02.02;R1510;C0240;0.0
S.05.01.02.02;R1510;C0250;0.0
S.05.01.02.02;R1510;C0260;0.0
S.05.01.02.02;R1510;C0270;0.0
S.05.01.02.02;R1510;C0280;0.0
S.05.01.02.02;R1510;C0300;0.0
S.05.01.02.02;R1520;C0210;0.0
S.05.01.02.02;R1520;C0220;0.0
S.05.01.02.02;R1520;C0230;0.0
S.05.01.02.02;R1520;C0240;0.0
S.05.01.02.02;R1520;C0250;0.0
S.05.01.02.02;R1520;C0260;0.0
S.05.01.02.02;R1520;C0270;0.0
S.05.01.02.02;R1520;C0280;0.0
S.05.01.02.02;R1520;C0300;0.0
S.05.01.02.02;R1600;C0210;0.0
S.05.01.02.02;R1600;C0220;0.0
S.05.01.02.02;R1600;C0230;0.0
S.05.01.02.02;R1600;C0240;0.0
S.05.01.02.02;R1600;C0250;0.0
S.05.01.02.02;R1600;C0260;0.0
S.05.01.02.02;R1600;C0270;0.0
S.05.01.02.02;R1600;C0280;0.0
S.05.01.02.02;R1600;C0300;0.0
S.05.01.02.02;R1610;C0210;0.0
S.05.01.02.02;R1610;C0220;0.0
S.05.01.02.02;R1610;C0230;0.0
S.05.01.02.02;R1610;C0240;0.0
S.05.01.02.02;R1610;C0250;0.0
S.05.01.02.02;R1610;C0260;43709.0
S.05.01.02.02;R1610;C0270;0.0
S.05.01.02.02;R1610;C0280;0.0
S.05.01.02.02;R1610;C0300;43709.0
S.05.01.02.02;R1620;C0210;0.0
S.05.01.02.02;R1620;C0220;0.0
S.05.01.02.02;R1620;C0230;0.0
S.05.01.02.02;R1620;C0240;0.0
S.05.01.02.02;R1620;C0250;0.0
S.05.01.02.02;R1620;C0260;46540.0
S.05.01.02.02;R1620;C0270;0.0
S.05.01.02.02;R1620;C0280;0.0
S.05.01.02.02;R1620;C0300;46540.0
S.05.01.02.02;R1700;C0210;0.0
S.05.01.02.02;R1700;C0220;0.0
S.05.01.02.02;R1700;C0230;0.0
S.05.01.02.02;R1700;C0240;0.0
S.05.01.02.02;R1700;C0250;0.0
S.05.01.02.02;R1700;C0260;-2830.0
S.05.01.02.02;R1700;C0270;0.0
S.05.01.02.02;R1700;C0280;0.0
S.05.01.02.02;R1700;C0300;-2830.0
S.05.01.02.02;R1710;C0210;0.0
S.05.01.02.02;R1710;C0220;0.0
S.05.01.02.02;R1710;C0230;0.0
S.05.01.02.02;R1710;C0240;0.0
S.05.01.02.02;R1710;C0250;0.0
S.05.01.02.02;R1710;C0260;0.0
S.05.01.02.02;R1710;C0270;0.0
S.05.01.02.02;R1710;C0280;0.0
S.05.01.02.02;R1710;C0300;0.0
S.05.01.02.02;R1720;C0210;0.0
S.05.01.02.02;R1720;C0220;0.0
S.05.01.02.02;R1720;C0230;0.0
S.05.01.02.02;R1720;C0240;0.0
S.05.01.02.02;R1720;C0250;0.0
S.05.01.02.02;R1720;C0260;0.0
S.05.01.02.02;R1720;C0270;0.0
S.05.01.02.02;R1720;C0280;0.0
S.05.01.02.02;R1720;C0300;0.0
S.05.01.02.02;R1800;C0210;0.0
S.05.01.02.02;R1800;C0220;0.0
S.05.01.02.02;R1800;C0230;0.0
S.05.01.02.02;R1800;C0240;0.0
S.05.01.02.02;R1800;C0250;0.0
S.05.01.02.02;R1800;C0260;0.0
S.05.01.02.02;R1800;C0270;0.0
S.05.01.02.02;R1800;C0280;0.0
S.05.01.02.02;R1800;C0300;0.0
S.05.01.02.02;R1900;C0210;0.0
S.05.01.02.02;R1900;C0220;0.0
S.05.01.02.02;R1900;C0230;0.0
S.05.01.02.02;R1900;C0240;0.0
S.05.01.02.02;R1900;C0250;0.0
S.05.01.02.02;R1900;C0260;0.0
S.05.01.02.02;R1900;C0270;0.0
S.05.01.02.02;R1900;C0280;0.0
S.05.01.02.02;R1900;C0300;0.0
S.05.01.02.02;R2500;C0210;
S.05.01.02.02;R2500;C0220;
S.05.01.02.02;R2500;C0230;
S.05.01.02.02;R2500;C0240;
S.05.01.02.02;R2500;C0250;
S.05.01.02.02;R2500;C0260;
S.05.01.02.02;R2500;C0270;
S.05.01.02.02;R2500;C0280;
S.05.01.02.02;R2500;C0300;0.0
S.05.01.02.02;R2600;C0210;
